Gene stable ID	NCBI gene ID	Gene name	Source of gene name	HGNC symbol
ENSG00000275215		RNA5-8SN2	HGNC Symbol	RNA5-8SN2
ENSG00000275215		RNA5-8SN2	HGNC Symbol	RNA5-8SN4
ENSG00000201435		RNU4-24P	HGNC Symbol	RNU4-24P
ENSG00000212443	677832	SNORA53	HGNC Symbol	SNORA53
ENSG00000251900		VTRNA2-2P	HGNC Symbol	VTRNA2-2P
ENSG00000200026		RF00096	RFAM	
ENSG00000200763		RNU6-961P	HGNC Symbol	RNU6-961P
ENSG00000201923		RNA5SP485	HGNC Symbol	RNA5SP485
ENSG00000269103		RF00017	RFAM	
ENSG00000212336		RNA5SP210	HGNC Symbol	RNA5SP210
ENSG00000252827		RN7SKP11	HGNC Symbol	RN7SKP11
ENSG00000200875		RNU6-340P	HGNC Symbol	RNU6-340P
ENSG00000280502		RF00017	RFAM	
ENSG00000252072		RNA5SP320	HGNC Symbol	RNA5SP320
ENSG00000201511		RF00019	RFAM	
ENSG00000252252		RNU6-687P	HGNC Symbol	RNU6-687P
ENSG00000252126		RNU6-313P	HGNC Symbol	RNU6-313P
ENSG00000207065		RNU5A-2P	HGNC Symbol	RNU5A-2P
ENSG00000201640		RN7SKP28	HGNC Symbol	RN7SKP28
ENSG00000199962		RF00019	RFAM	
ENSG00000265078		RN7SL664P	HGNC Symbol	RN7SL664P
ENSG00000207351		RF00019	RFAM	
ENSG00000200601		RNA5SP50	HGNC Symbol	RNA5SP50
ENSG00000222614		RF00019	RFAM	
ENSG00000200184		RNU1-20P	HGNC Symbol	RNU1-20P
ENSG00000244318		RN7SL252P	HGNC Symbol	RN7SL252P
ENSG00000212452	692109	SNORD69	HGNC Symbol	SNORD69
ENSG00000202322		RNA5SP131	HGNC Symbol	RNA5SP131
ENSG00000238610		RNU7-26P	HGNC Symbol	RNU7-26P
ENSG00000206635		RNU6-1062P	HGNC Symbol	RNU6-1062P
ENSG00000265684		RN7SL378P	HGNC Symbol	RN7SL378P
ENSG00000207231		RF00019	RFAM	
ENSG00000202377	109623459	SNORA25B	HGNC Symbol	SNORA25B
ENSG00000273501		RF00026	RFAM	
ENSG00000276711		RF00004	RFAM	
ENSG00000278794		RF00017	RFAM	
ENSG00000278189		RNA5-8SN2	HGNC Symbol	RNA5-8SN2
ENSG00000278189		RNA5-8SN2	HGNC Symbol	RNA5-8SN4
ENSG00000212332		RNU6-780P	HGNC Symbol	RNU6-780P
ENSG00000200884		RF00019	RFAM	
ENSG00000252704		RN7SKP277	HGNC Symbol	RN7SKP277
ENSG00000241461		RN7SL182P	HGNC Symbol	RN7SL182P
ENSG00000238406		RNU7-171P	HGNC Symbol	RNU7-171P
ENSG00000222613		RF00019	RFAM	
ENSG00000277967		RF02217	RFAM	
ENSG00000200903		RNU1-42P	HGNC Symbol	RNU1-42P
ENSG00000206908		RNU1-136P	HGNC Symbol	RNU1-136P
ENSG00000271924		RNA5SP108	HGNC Symbol	RNA5SP108
ENSG00000206806		RF00019	RFAM	
ENSG00000222546		RNA5SP251	HGNC Symbol	RNA5SP251
ENSG00000206698		RNU1-73P	HGNC Symbol	RNU1-73P
ENSG00000244501		RN7SL623P	HGNC Symbol	RN7SL623P
ENSG00000202351		RN7SKP204	HGNC Symbol	RN7SKP204
ENSG00000276516		RN7SL284P	HGNC Symbol	RN7SL284P
ENSG00000222872		RNU4-78P	HGNC Symbol	RNU4-78P
ENSG00000206907		RNU6-1013P	HGNC Symbol	RNU6-1013P
ENSG00000200789		RNU1-65P	HGNC Symbol	RNU1-65P
ENSG00000200688		RF00019	RFAM	
ENSG00000249784	677770	SCARNA22	HGNC Symbol	SCARNA22
ENSG00000276003		RF02115	RFAM	
ENSG00000212512		RF00019	RFAM	
ENSG00000207263	100033428	SNORD116-16	HGNC Symbol	SNORD116-16
ENSG00000252437		RNA5SP459	HGNC Symbol	RNA5SP459
ENSG00000206596		RNU1-27P	HGNC Symbol	RNU1-27P
ENSG00000264955		RF00019	RFAM	
ENSG00000252162		RNU6-830P	HGNC Symbol	RNU6-830P
ENSG00000251880		RNU7-75P	HGNC Symbol	RNU7-75P
ENSG00000252647		RNA5SP416	HGNC Symbol	RNA5SP416
ENSG00000277464		RN7SL286P	HGNC Symbol	RN7SL286P
ENSG00000242769		RN7SL432P	HGNC Symbol	RN7SL432P
ENSG00000223238		RNA5SP294	HGNC Symbol	RNA5SP294
ENSG00000239149	677885	SNORA59A	HGNC Symbol	SNORA59A
ENSG00000200418		RF00092	RFAM	
ENSG00000238431		RNU7-157P	HGNC Symbol	RNU7-157P
ENSG00000212259		RNU6-308P	HGNC Symbol	RNU6-308P
ENSG00000201356		RNA5SP500	HGNC Symbol	RNA5SP500
ENSG00000212526		RNU6-466P	HGNC Symbol	RNU6-466P
ENSG00000222783		RN7SKP212	HGNC Symbol	RN7SKP212
ENSG00000243959		RN7SL684P	HGNC Symbol	RN7SL684P
ENSG00000201675	26819	SNORD32A	HGNC Symbol	SNORD32A
ENSG00000276685		RF01518	RFAM	
ENSG00000239102		RNU7-185P	HGNC Symbol	RNU7-185P
ENSG00000252622		RNU6-881P	HGNC Symbol	RNU6-881P
ENSG00000201157		RF00091	RFAM	
ENSG00000201071		RF00019	RFAM	
ENSG00000207196		RF00019	RFAM	
ENSG00000271814		RN7SKP290	HGNC Symbol	RN7SKP290
ENSG00000277995		RF00425	RFAM	
ENSG00000199530		RF00019	RFAM	
ENSG00000206785	109616962	SNORA15B-2	HGNC Symbol	SNORA15B-1
ENSG00000206785	109616962	SNORA15B-2	HGNC Symbol	SNORA15B-2
ENSG00000222616		RN7SKP27	HGNC Symbol	RN7SKP27
ENSG00000201075		RF00019	RFAM	
ENSG00000212542		RNA5SP496	HGNC Symbol	RNA5SP496
ENSG00000276988		RF00017	RFAM	
ENSG00000200917		RNU6-553P	HGNC Symbol	RNU6-553P
ENSG00000199880		RNU6-888P	HGNC Symbol	RNU6-888P
ENSG00000264353		RF00019	RFAM	
ENSG00000252385		RNU6-68P	HGNC Symbol	RNU6-68P
ENSG00000275823		RF02107	RFAM	
ENSG00000222594		RN7SKP235	HGNC Symbol	RN7SKP235
ENSG00000251915		RNA5SP406	HGNC Symbol	RNA5SP406
ENSG00000239039	692084	SNORD13	HGNC Symbol	SNORD13
ENSG00000222604		RF00409	RFAM	
ENSG00000251887		RNU6-760P	HGNC Symbol	RNU6-760P
ENSG00000243313		RN7SL285P	HGNC Symbol	RN7SL285P
ENSG00000275776		RN7SL185P	HGNC Symbol	RN7SL185P
ENSG00000277234		RNU1-5P	HGNC Symbol	RNU1-5P
ENSG00000239553		RN7SL12P	HGNC Symbol	RN7SL12P
ENSG00000207100		RF00393	RFAM	
ENSG00000201185		RNA5SP202	HGNC Symbol	RNA5SP202
ENSG00000212378		RF00592	RFAM	
ENSG00000199515		RF00019	RFAM	
ENSG00000252852		RF00322	RFAM	
ENSG00000280496	677824	SNORA17B	HGNC Symbol	SNORA17B
ENSG00000212257		RNU6-1176P	HGNC Symbol	RNU6-1176P
ENSG00000252305		RF00090	RFAM	
ENSG00000252655		RF00019	RFAM	
ENSG00000200052		RF00019	RFAM	
ENSG00000207256		RNU6-880P	HGNC Symbol	RNU6-880P
ENSG00000252042		RF00019	RFAM	
ENSG00000206745		RNU6-643P	HGNC Symbol	RNU6-643P
ENSG00000242863		RN7SL677P	HGNC Symbol	RN7SL677P
ENSG00000273541		RF02104	RFAM	
ENSG00000252680		RNA5SP449	HGNC Symbol	RNA5SP449
ENSG00000199878		RN7SKP149	HGNC Symbol	RN7SKP149
ENSG00000199735		RNU6-227P	HGNC Symbol	RNU6-227P
ENSG00000238423	26808	SNORD42B	HGNC Symbol	SNORD42B
ENSG00000278100		RF00017	RFAM	
ENSG00000278003		RF00017	RFAM	
ENSG00000267828		RF00019	RFAM	
ENSG00000276103		RF00015	RFAM	
ENSG00000241821		RN7SL170P	HGNC Symbol	RN7SL170P
ENSG00000252682		RF00273	RFAM	
ENSG00000199711		RF00019	RFAM	
ENSG00000272439		RNU6-91P	HGNC Symbol	RNU6-91P
ENSG00000222427		RNA5SP338	HGNC Symbol	RNA5SP338
ENSG00000212340		RNU6-739P	HGNC Symbol	RNU6-739P
ENSG00000207338		RNU6-296P	HGNC Symbol	RNU6-296P
ENSG00000277418		RNA5SP531	HGNC Symbol	RNA5SP531
ENSG00000199203		RF00019	RFAM	
ENSG00000264002		RN7SL52P	HGNC Symbol	RN7SL52P
ENSG00000275472		RF02218	RFAM	
ENSG00000239127	100113380	SNORD125	HGNC Symbol	SNORD125
ENSG00000275930		RF00019	RFAM	
ENSG00000274581		RF00012	RFAM	
ENSG00000202025		RNU6-1240P	HGNC Symbol	RNU6-1240P
ENSG00000200718		RN7SKP103	HGNC Symbol	RN7SKP103
ENSG00000222561		RNU6-1025P	HGNC Symbol	RNU6-1025P
ENSG00000238529		RNU6-599P	HGNC Symbol	RNU6-599P
ENSG00000266794		RN7SL7P	HGNC Symbol	RN7SL7P
ENSG00000277467		RN7SL628P	HGNC Symbol	RN7SL628P
ENSG00000265745		RN7SL375P	HGNC Symbol	RN7SL375P
ENSG00000212371		RF00404	RFAM	
ENSG00000202239		RNU6-396P	HGNC Symbol	RNU6-396P
ENSG00000222924		RNU6-1148P	HGNC Symbol	RNU6-1148P
ENSG00000212157		RNU6-1319P	HGNC Symbol	RNU6-1319P
ENSG00000278752		AL355301.1	Clone-based (Ensembl) gene	
ENSG00000243870		RN7SL236P	HGNC Symbol	RN7SL236P
ENSG00000238730		RNU7-164P	HGNC Symbol	RNU7-164P
ENSG00000206964		RF00019	RFAM	
ENSG00000206924		RNU6-689P	HGNC Symbol	RNU6-689P
ENSG00000201489		RF00019	RFAM	
ENSG00000252135		RNVU1-2	HGNC Symbol	RNVU1-2
ENSG00000201900		RNY1P13	HGNC Symbol	RNY1P13
ENSG00000212238		RNA5SP244	HGNC Symbol	RNA5SP244
ENSG00000239545		RN7SL822P	HGNC Symbol	RN7SL822P
ENSG00000206620	692085	SNORD45C	HGNC Symbol	SNORD45C
ENSG00000251711		RNU6-632P	HGNC Symbol	RNU6-632P
ENSG00000199444		RF00019	RFAM	
ENSG00000202252	85389	SNORD14C	HGNC Symbol	SNORD14C
ENSG00000200792	677846	SNORA80A	HGNC Symbol	SNORA80A
ENSG00000201987		RF00019	RFAM	
ENSG00000200305		RF00019	RFAM	
ENSG00000274350		RN7SL853P	HGNC Symbol	RN7SL853P
ENSG00000223188		RF00019	RFAM	
ENSG00000251764		RNA5SP446	HGNC Symbol	RNA5SP446
ENSG00000200174		RF00019	RFAM	
ENSG00000199480		RNA5SP389	HGNC Symbol	RNA5SP389
ENSG00000252191		RNU6-751P	HGNC Symbol	RNU6-751P
ENSG00000275904		RF00019	RFAM	
ENSG00000200057		RN7SKP63	HGNC Symbol	RN7SKP63
ENSG00000251825		RN7SKP19	HGNC Symbol	RN7SKP19
ENSG00000273770		RF00019	RFAM	
ENSG00000207014	100033415	SNORD116-3	HGNC Symbol	SNORD116-3
ENSG00000200114		RNA5SP123	HGNC Symbol	RNA5SP123
ENSG00000275420		RF00017	RFAM	
ENSG00000244034		RN7SL424P	HGNC Symbol	RN7SL424P
ENSG00000212479		RF00012	RFAM	
ENSG00000200350		RNU6-1285P	HGNC Symbol	RNU6-1285P
ENSG00000252045		RF00438	RFAM	
ENSG00000201245		RF00402	RFAM	
ENSG00000222389		RNU2-28P	HGNC Symbol	RNU2-28P
ENSG00000276839		RF00017	RFAM	
ENSG00000277599		RF01957	RFAM	
ENSG00000212496		RNU6-1093P	HGNC Symbol	RNU6-1093P
ENSG00000212418		RNY4P36	HGNC Symbol	RNY4P36
ENSG00000252470		RNU6-551P	HGNC Symbol	RNU6-551P
ENSG00000252671		RF00019	RFAM	
ENSG00000199584		RF00019	RFAM	
ENSG00000252581		RNU6-1098P	HGNC Symbol	RNU6-1098P
ENSG00000277580		RNU6-747P	HGNC Symbol	RNU6-747P
ENSG00000262477		AC021224.1	Clone-based (Ensembl) gene	
ENSG00000280864		AC255560.1	Clone-based (Ensembl) gene	
ENSG00000281822		RNU1-62P	HGNC Symbol	RNU1-62P
ENSG00000280505		AC097369.1	Clone-based (Ensembl) gene	
ENSG00000280775		RNA5SP136	HGNC Symbol	RNA5SP136
ENSG00000281766	23429	RYBP	NCBI gene	
ENSG00000280963	574036	SERTAD4-AS1	HGNC Symbol	SERTAD4-AS1
ENSG00000281230	56256	SERTAD4	HGNC Symbol	SERTAD4
ENSG00000281067		ST13P19	HGNC Symbol	ST13P19
ENSG00000281552		AL035414.2	Clone-based (Ensembl) gene	
ENSG00000280680	55733	HHAT	HGNC Symbol	HHAT
ENSG00000281499		RNU5A-8P	HGNC Symbol	RNU5A-8P
ENSG00000280937		AL034351.2	Clone-based (Ensembl) gene	
ENSG00000283965	3756	KCNH1	HGNC Symbol	KCNH1
ENSG00000283272		RF01699	RFAM	
ENSG00000283276		ABBA01000935.1	Clone-based (Ensembl) gene	
ENSG00000280584	29989	OBP2B	HGNC Symbol	OBP2B
ENSG00000280820		LCN1P1	HGNC Symbol	LCN1P1
ENSG00000280632		RF00019	RFAM	
ENSG00000281430		LCN1P2	HGNC Symbol	LCN1P2
ENSG00000281309	6838	SURF6	HGNC Symbol	SURF6
ENSG00000281393		RF00019	RFAM	
ENSG00000281022	6837	MED22	HGNC Symbol	MED22
ENSG00000281699		AL772161.2	Clone-based (Ensembl) gene	
ENSG00000280858	6130	RPL7A	HGNC Symbol	RPL7A
ENSG00000280889	26820	SNORD24	HGNC Symbol	SNORD24
ENSG00000281243	26814	SNORD36B	HGNC Symbol	SNORD36B
ENSG00000281907	26815	SNORD36A	HGNC Symbol	SNORD36A
ENSG00000281541	26813	SNORD36C	HGNC Symbol	SNORD36C
ENSG00000280627	6834	SURF1	HGNC Symbol	SURF1
ENSG00000281024	6835	SURF2	HGNC Symbol	SURF2
ENSG00000280951	6836	SURF4	HGNC Symbol	SURF4
ENSG00000281245	169436	STKLD1	HGNC Symbol	STKLD1
ENSG00000280706	57109	REXO4	HGNC Symbol	REXO4
ENSG00000281244	11093	ADAMTS13	HGNC Symbol	ADAMTS13
ENSG00000280479	11094	CACFD1	HGNC Symbol	CACFD1
ENSG00000281879	28	ABO	HGNC Symbol	ABO
ENSG00000283984		AL593848.2	Clone-based (Ensembl) gene	
ENSG00000283909		AL593848.1	Clone-based (Ensembl) gene	
ENSG00000281316		DPPA2P2	HGNC Symbol	DPPA2P2
ENSG00000281877	6195	RPS6KA1	HGNC Symbol	RPS6KA1
ENSG00000280948	100302190	MIR1976	HGNC Symbol	MIR1976
ENSG00000281092		RN7SL679P	HGNC Symbol	RN7SL679P
ENSG00000280876		RF00019	RFAM	
ENSG00000281679		RNU7-29P	HGNC Symbol	RNU7-29P
ENSG00000280806		AL627313.2	Clone-based (Ensembl) gene	
ENSG00000280926		RF01210	RFAM	
ENSG00000281805		AL627082.2	Clone-based (Ensembl) gene	
ENSG00000283034	353274	ZNF445	HGNC Symbol	ZNF445
ENSG00000281626	285346	ZNF852	HGNC Symbol	ZNF852
ENSG00000280781		EI24P3	HGNC Symbol	EI24P3
ENSG00000281707		AC099669.2	Clone-based (Ensembl) gene	
ENSG00000281894	55888	ZKSCAN7	HGNC Symbol	ZKSCAN7
ENSG00000281456		ZKSCAN7-AS1	HGNC Symbol	ZKSCAN7-AS1
ENSG00000280661	285349	ZNF660	HGNC Symbol	ZNF660
ENSG00000280795		MPRIPP1	HGNC Symbol	MPRIPP1
ENSG00000281709	10168	ZNF197	HGNC Symbol	ZNF197
ENSG00000281709	110354863	ZNF197	HGNC Symbol	ZNF197
ENSG00000280907	100874094	ZNF197-AS1	HGNC Symbol	ZNF197-AS1
ENSG00000281306	7584	ZNF35	HGNC Symbol	ZNF35
ENSG00000281102		AC092046.1	Clone-based (Ensembl) gene	
ENSG00000280872		SOCS5P3	HGNC Symbol	SOCS5P3
ENSG00000281448	91392	ZNF502	HGNC Symbol	ZNF502
ENSG00000281661	115560	ZNF501	HGNC Symbol	ZNF501
ENSG00000281665	57456	KIAA1143	HGNC Symbol	KIAA1143
ENSG00000280610	56992	KIF15	HGNC Symbol	KIF15
ENSG00000280516	131616	TMEM42	HGNC Symbol	TMEM42
ENSG00000284275	693149	MIR564	HGNC Symbol	MIR564
ENSG00000281886	7047	TGM4	HGNC Symbol	TGM4
ENSG00000280701		AC098649.2	Clone-based (Ensembl) gene	
ENSG00000280674	51304	ZDHHC3	HGNC Symbol	ZDHHC3
ENSG00000281226		AL590644.2	Clone-based (Ensembl) gene	
ENSG00000283081		AL590644.4	Clone-based (Ensembl) gene	
ENSG00000281459	29943	PADI1	HGNC Symbol	PADI1
ENSG00000280549	51702	PADI3	HGNC Symbol	PADI3
ENSG00000281810	100616188	MIR3972	HGNC Symbol	MIR3972
ENSG00000280908	23569	PADI4	HGNC Symbol	PADI4
ENSG00000280949	353238	PADI6	HGNC Symbol	PADI6
ENSG00000281391		AC004824.2	Clone-based (Ensembl) gene	
ENSG00000281540	55920	RCC2	HGNC Symbol	RCC2
ENSG00000281917	6566	SLC16A1	HGNC Symbol	SLC16A1
ENSG00000280751	246182	AKR7A2P1	HGNC Symbol	AKR7A2P1
ENSG00000281557	100996251	AL357055.4	Clone-based (Ensembl) gene	
ENSG00000284271		AL158844.1	Clone-based (Ensembl) gene	
ENSG00000252303		RNU6-280P	HGNC Symbol	RNU6-280P
ENSG00000281771		RF00019	RFAM	
ENSG00000281614	3635	INPP5D	HGNC Symbol	INPP5D
ENSG00000280669		RN7SL32P	HGNC Symbol	RN7SL32P
ENSG00000281089	55054	ATG16L1	HGNC Symbol	ATG16L1
ENSG00000280652	677775	SCARNA5	HGNC Symbol	SCARNA5
ENSG00000281388	677772	SCARNA6	HGNC Symbol	SCARNA6
ENSG00000281857	6295	SAG	HGNC Symbol	SAG
ENSG00000280928		AC013726.2	Clone-based (Ensembl) gene	
ENSG00000280873	8527	DGKD	HGNC Symbol	DGKD
ENSG00000281623		RF00019	RFAM	
ENSG00000280792		AC093802.3	Clone-based (Ensembl) gene	
ENSG00000281384	150935	AC093802.4	Clone-based (Ensembl) gene	
ENSG00000281434	4705	NDUFA10	HGNC Symbol	NDUFA10
ENSG00000282878	102723924	AC093151.5	Clone-based (Ensembl) gene	
ENSG00000281764		AC093151.4	Clone-based (Ensembl) gene	
ENSG00000281876	101929901	FO681542.1	Clone-based (Ensembl) gene	
ENSG00000281518	100132074	FOXO6	NCBI gene	
ENSG00000282162	105376745	LINC01784	HGNC Symbol	LINC01784
ENSG00000281934	440560	PRAMEF11	HGNC Symbol	PRAMEF11
ENSG00000282116		PRAMEF30P	HGNC Symbol	PRAMEF30P
ENSG00000282175	343069	HNRNPCL1	HGNC Symbol	HNRNPCL1
ENSG00000282817	65122	PRAMEF2	HGNC Symbol	PRAMEF2
ENSG00000282584	400735	PRAMEF4	HGNC Symbol	PRAMEF4
ENSG00000282663	343071	PRAMEF10	HGNC Symbol	PRAMEF10
ENSG00000279195	441871	PRAMEF7	HGNC Symbol	PRAMEF7
ENSG00000282338		RNU6-1072P	HGNC Symbol	RNU6-1072P
ENSG00000282549		PRAMEF29P	HGNC Symbol	PRAMEF29P
ENSG00000282119	440561	PRAMEF6	HGNC Symbol	PRAMEF6
ENSG00000282791		PRAMEF28P	HGNC Symbol	PRAMEF28P
ENSG00000282437	101929983	PRAMEF27	HGNC Symbol	PRAMEF27
ENSG00000282559	649330	HNRNPCL3	HGNC Symbol	HNRNPCL3
ENSG00000282566	441873	PRAMEF25	HGNC Symbol	PRAMEF25
ENSG00000282566	645359	PRAMEF25	HGNC Symbol	PRAMEF25
ENSG00000282258		PRAMEF34P	HGNC Symbol	PRAMEF34P
ENSG00000282562		PRAMEF35P	HGNC Symbol	PRAMEF35P
ENSG00000282530	440563	HNRNPCL2	HGNC Symbol	HNRNPCL2
ENSG00000282468		PRAMEF36P	HGNC Symbol	PRAMEF36P
ENSG00000282341		AC245056.2	Clone-based (Ensembl) gene	
ENSG00000281987	645359	PRAMEF26	HGNC Symbol	PRAMEF26
ENSG00000282095	101060301	HNRNPCL4	HGNC Symbol	HNRNPCL4
ENSG00000283993		AC245034.1	Clone-based (Ensembl) gene	
ENSG00000284215		AC245056.4	Clone-based (Ensembl) gene	
ENSG00000281449	79370	BCL2L14	HGNC Symbol	BCL2L14
ENSG00000281442		AC007537.4	Clone-based (Ensembl) gene	
ENSG00000283344	103504734	MIR1244-4	HGNC Symbol	MIR1244-4
ENSG00000281324	4040	LRP6	HGNC Symbol	LRP6
ENSG00000280475		AC007537.3	Clone-based (Ensembl) gene	
ENSG00000206783		RNU6-545P	HGNC Symbol	RNU6-545P
ENSG00000281874		AC007621.2	Clone-based (Ensembl) gene	
ENSG00000207477		RNU6-318P	HGNC Symbol	RNU6-318P
ENSG00000281818	54682	MANSC1	HGNC Symbol	MANSC1
ENSG00000281051		RPL23AP66	HGNC Symbol	RPL23AP66
ENSG00000281234	503693	LOH12CR2	HGNC Symbol	LOH12CR2
ENSG00000280689	118426	BORCS5	HGNC Symbol	BORCS5
ENSG00000281168		AC007619.3	Clone-based (Ensembl) gene	
ENSG00000280962	80824	DUSP16	HGNC Symbol	DUSP16
ENSG00000281671		AC007619.4	Clone-based (Ensembl) gene	
ENSG00000281525		AC092824.2	Clone-based (Ensembl) gene	
ENSG00000284335		AC007537.5	Clone-based (Ensembl) gene	
ENSG00000283760		AC092824.3	Clone-based (Ensembl) gene	
ENSG00000280774	342900	LEUTX	HGNC Symbol	LEUTX
ENSG00000281677		AC005393.2	Clone-based (Ensembl) gene	
ENSG00000281320	9149	DYRK1B	HGNC Symbol	DYRK1B
ENSG00000281403	102465974	MIR6719	HGNC Symbol	MIR6719
ENSG00000280548	2091	FBL	HGNC Symbol	FBL
ENSG00000280932		PRR13P5	HGNC Symbol	PRR13P5
ENSG00000281221	5704	PSMC4	HGNC Symbol	PSMC4
ENSG00000281526	339327	ZNF546	HGNC Symbol	ZNF546
ENSG00000281233		AC007842.2	Clone-based (Ensembl) gene	
ENSG00000281601	163131	ZNF780B	HGNC Symbol	ZNF780B
ENSG00000281009		AC005614.4	Clone-based (Ensembl) gene	
ENSG00000280568	284323	ZNF780A	HGNC Symbol	ZNF780A
ENSG00000280797		AC005614.3	Clone-based (Ensembl) gene	
ENSG00000281123	8857	FCGBP	NCBI gene	
ENSG00000281165	11182	SLC2A6	HGNC Symbol	SLC2A6
ENSG00000281211		CTBP2P1	HGNC Symbol	CTBP2P1
ENSG00000281256		AL360225.1	Clone-based (Ensembl) gene	
ENSG00000281813	23522	KAT6B	HGNC Symbol	KAT6B
ENSG00000281770		AC018511.4	Clone-based (Ensembl) gene	
ENSG00000281086		AC018511.3	Clone-based (Ensembl) gene	
ENSG00000281660	338599	DUPD1	HGNC Symbol	DUPD1
ENSG00000285951		AC018511.6	Clone-based (Ensembl) gene	
ENSG00000281277	283150	FOXR1	HGNC Symbol	FOXR1
ENSG00000281029		RF00017	RFAM	
ENSG00000283318		RF00019	RFAM	
ENSG00000281705		AP003392.11	Clone-based (Ensembl) gene	
ENSG00000280975	338657	CCDC84	HGNC Symbol	CCDC84
ENSG00000281913	649946	RPL23AP64	HGNC Symbol	RPL23AP64
ENSG00000280582		AP003392.7	Clone-based (Ensembl) gene	
ENSG00000281697		AP003392.10	Clone-based (Ensembl) gene	
ENSG00000280831	6230	RPS25	HGNC Symbol	RPS25
ENSG00000280495	51399	TRAPPC4	HGNC Symbol	TRAPPC4
ENSG00000284577		MIR3656	HGNC Symbol	MIR3656
ENSG00000281860		AP003392.12	Clone-based (Ensembl) gene	
ENSG00000280682	10525	HYOU1	HGNC Symbol	HYOU1
ENSG00000281163		AP003392.9	Clone-based (Ensembl) gene	
ENSG00000280967		AP003392.8	Clone-based (Ensembl) gene	
ENSG00000280616	55823	VPS11	HGNC Symbol	VPS11
ENSG00000281702	3145	HMBS	HGNC Symbol	HMBS
ENSG00000281500	2542	SLC37A4	HGNC Symbol	SLC37A4
ENSG00000282873	605	BCL7A	HGNC Symbol	BCL7A
ENSG00000280651	100506691	AC156455.2	Clone-based (Ensembl) gene	
ENSG00000281178	22877	MLXIP	HGNC Symbol	MLXIP
ENSG00000283035	100885778	NALCN-AS1	HGNC Symbol	NALCN-AS1
ENSG00000281865		LINC00411	HGNC Symbol	LINC00411
ENSG00000283302	100507747	C13orf46	HGNC Symbol	C13orf46
ENSG00000280477	22821	RASA3	HGNC Symbol	RASA3
ENSG00000280531		RASA3-IT1	HGNC Symbol	RASA3-IT1
ENSG00000281509		AL356585.7	Clone-based (Ensembl) gene	
ENSG00000281252	26080	FAM230C	HGNC Symbol	FAM230C
ENSG00000281175		AL356585.6	Clone-based (Ensembl) gene	
ENSG00000284712		AL356585.11	Clone-based (Ensembl) gene	
ENSG00000281616		GGT4P	HGNC Symbol	GGT4P
ENSG00000281084		AL356585.5	Clone-based (Ensembl) gene	
ENSG00000280895		SETD8P1	HGNC Symbol	SETD8P1
ENSG00000281878		AL356585.8	Clone-based (Ensembl) gene	
ENSG00000284573		AL161418.1	Clone-based (Ensembl) gene	
ENSG00000283864		AL356585.9	Clone-based (Ensembl) gene	
ENSG00000282298	343070	PRAMEF9	HGNC Symbol	PRAMEF9
ENSG00000282741	400736	PRAMEF13	HGNC Symbol	PRAMEF13
ENSG00000282212	391003	PRAMEF18	HGNC Symbol	PRAMEF18
ENSG00000282289		PRAMEF31P	HGNC Symbol	PRAMEF31P
ENSG00000282424	343068	PRAMEF5	HGNC Symbol	PRAMEF5
ENSG00000282216		PRAMEF32P	HGNC Symbol	PRAMEF32P
ENSG00000282288		RNU6-771P	HGNC Symbol	RNU6-771P
ENSG00000282583	391002	PRAMEF8	HGNC Symbol	PRAMEF8
ENSG00000282125	645382	PRAMEF33	HGNC Symbol	PRAMEF33
ENSG00000283976		AC244216.3	Clone-based (Ensembl) gene	
ENSG00000284080		AC244216.4	Clone-based (Ensembl) gene	
ENSG00000282467		AL356131.2	Clone-based (Ensembl) gene	
ENSG00000283756		LO000005.1	Clone-based (Ensembl) gene	
ENSG00000283068	25998	IBTK	HGNC Symbol	IBTK
ENSG00000282867		RNU6-130P	HGNC Symbol	RNU6-130P
ENSG00000282877		AC209420.1	Clone-based (Ensembl) gene	
ENSG00000283085	7162	TPBG	HGNC Symbol	TPBG
ENSG00000283114		NDUFB11P1	HGNC Symbol	NDUFB11P1
ENSG00000282908	120114	FAT3	HGNC Symbol	FAT3
ENSG00000283062		PGAM1P9	HGNC Symbol	PGAM1P9
ENSG00000282929		AP000722.2	Clone-based (Ensembl) gene	
ENSG00000282825	9811	CTIF	HGNC Symbol	CTIF
ENSG00000283080		AC048380.4	Clone-based (Ensembl) gene	
ENSG00000282900	100616366	MIR4743	HGNC Symbol	MIR4743
ENSG00000282959		AC022919.2	Clone-based (Ensembl) gene	
ENSG00000283002		AC022919.3	Clone-based (Ensembl) gene	
ENSG00000282923		AC093567.2	Clone-based (Ensembl) gene	
ENSG00000282956	9223	MAGI1	HGNC Symbol	MAGI1
ENSG00000282739	115286	SLC25A26	HGNC Symbol	SLC25A26
ENSG00000282510		RNU6-787P	HGNC Symbol	RNU6-787P
ENSG00000282585		RN7SL482P	HGNC Symbol	RN7SL482P
ENSG00000282243	26018	LRIG1	HGNC Symbol	LRIG1
ENSG00000282974	1804	DPP6	HGNC Symbol	DPP6
ENSG00000282172		IGKV5-2	HGNC Symbol	IGKV5-2
ENSG00000282050		IGKV7-3	HGNC Symbol	IGKV7-3
ENSG00000282699		PGBD4P5	HGNC Symbol	PGBD4P5
ENSG00000282448		IGKV2-4	HGNC Symbol	IGKV2-4
ENSG00000282801		IGKV1-5	HGNC Symbol	IGKV1-5
ENSG00000282163		IGKV1-6	HGNC Symbol	IGKV1-6
